transaction_id,date,time,branch,customer_name,product,category,quantity,unit_price,total_amount,payment_method,staff_name,loyalty_member
TXN-00195,2024-03-25,12:45,Ortigas,Ramon Reyes,Caramel Latte,Hot Drinks,2,155.0,310.0,Cash,Ryan Go,True
TXN-00196,2024-09-19,13:45,Makati,Carlos Aquino,Chocolate Croissant,Pastry,2,95.0,190.0,Credit Card,Diana Reyes,True
TXN-00197,2024-04-21,16:00,Makati,Ana Lopez,Americano,Hot Drinks,1,120.0,120.0,Cash,Ryan Go,True
TXN-00198,2024-05-26,13:15,Cubao,Lea Mendoza,Americano,Hot Drinks,1,120.0,120.0,Credit Card,Mark Tan,True
TXN-00199,2024-11-30,20:30,Quezon City,Lea Lopez,Caramel Latte,Hot Drinks,5,155.0,775.0,GCash,Jessa Lim,True
TXN-00200,2024-06-01,14:45,Alabang,Luis Mendoza,Cinnamon Roll,Pastry,3,100.0,300.0,GCash,Diana Reyes,True
TXN-00201,2024-02-27,07:45,Makati,Ana Reyes,Chocolate Croissant,Pastry,1,95.0,95.0,Credit Card,Jessa Lim,True
TXN-00202,2024-01-23,13:45,Pasig,Jose Cruz,Hot Chocolate,Hot Drinks,1,130.0,130.0,GCash,Alvin Santos,False
TXN-00203,2024-05-01,11:15,Makati,Carlos Torres,Banana Bread,Pastry,1,80.0,80.0,Debit Card,Rina Ocampo,False
TXN-00204,2024-10-11,14:00,Cubao,Andrea Aquino,Strawberry Frappe,Cold Drinks,3,175.0,525.0,Credit Card,Rina Ocampo,False
TXN-00205,2024-07-11,09:45,Ortigas,Carla Castillo,Caramel Latte,Hot Drinks,1,155.0,155.0,Cash,Mira Flores,False
TXN-00206,2024-10-12,15:15,BGC,Andrea Bautista,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,Credit Card,Alvin Santos,True
TXN-00207,2024-10-01,18:15,Makati,Renz Villanueva,Cappuccino,Hot Drinks,1,145.0,145.0,Cash,Paolo Cruz,True
TXN-00208,2024-09-02,10:30,BGC,Sofia Aquino,Iced Americano,Cold Drinks,1,130.0,130.0,Credit Card,Paolo Cruz,True
TXN-00209,2024-07-22,10:30,Pasig,Marco Torres,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Maya,Ryan Go,False
TXN-00210,2024-02-20,19:45,Mandaluyong,Nico Santos,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,GCash,Jessa Lim,False
TXN-00211,2024-10-10,16:45,Mandaluyong,Luis Ramos,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,Credit Card,Alvin Santos,False
TXN-00212,2024-09-07,18:45,Quezon City,Marco Cruz,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Debit Card,Ryan Go,True
TXN-00213,2024-10-04,17:00,Makati,Ana De Leon,Chocolate Croissant,Pastry,3,95.0,285.0,Cash,Mira Flores,True
TXN-00214,2024-11-18,10:00,Alabang,Tanya Mendoza,Blueberry Muffin,Pastry,1,85.0,85.0,Cash,Ryan Go,False
TXN-00215,2024-01-09,07:45,Pasig,Isabella Lopez,Brewed Coffee,Hot Drinks,2,95.0,190.0,Cash,Mira Flores,True
TXN-00216,2024-02-24,08:15,Alabang,Isabella De Leon,Caramel Latte,Hot Drinks,2,155.0,310.0,Maya,Mira Flores,True
TXN-00217,2024-07-10,13:45,BGC,Luis Torres,Blueberry Muffin,Pastry,5,85.0,425.0,Cash,Mark Tan,False
TXN-00218,2024-07-13,13:45,Cubao,Ana Mendoza,Brewed Coffee,Hot Drinks,2,95.0,190.0,Maya,Mark Tan,True
TXN-00219,2024-04-27,10:45,Makati,Isabella Gonzales,Iced Americano,Cold Drinks,4,130.0,520.0,GCash,Alvin Santos,True
TXN-00220,2024-04-16,16:15,Mandaluyong,Carlos Cruz,Cinnamon Roll,Pastry,4,100.0,400.0,Debit Card,Mira Flores,False
TXN-00221,2024-07-15,19:15,BGC,Marco Santos,Chocolate Croissant,Pastry,2,95.0,190.0,Credit Card,Paolo Cruz,True
TXN-00222,2024-06-23,16:45,Mandaluyong,Patricia Mendoza,Iced Americano,Cold Drinks,2,130.0,260.0,Maya,Mira Flores,False
TXN-00223,2024-04-05,17:45,BGC,Luis Aquino,Hot Chocolate,Hot Drinks,1,130.0,130.0,Cash,Diana Reyes,True
TXN-00224,2024-07-13,18:15,Makati,Juan Reyes,Cinnamon Roll,Pastry,1,100.0,100.0,Maya,Ryan Go,False
TXN-00225,2024-05-18,08:15,Cubao,Felix Lopez,Caramel Latte,Hot Drinks,1,155.0,155.0,Cash,Jessa Lim,True
TXN-00226,2024-06-30,15:00,Pasig,Lea Santos,Banana Bread,Pastry,3,80.0,240.0,Credit Card,Mira Flores,True
TXN-00227,2024-10-13,10:15,Pasig,Isabella Torres,Cinnamon Roll,Pastry,1,100.0,100.0,Credit Card,Rina Ocampo,True
TXN-00228,2024-03-26,13:30,Pasig,Ana Flores,Matcha Latte,Cold Drinks,2,160.0,320.0,GCash,Ryan Go,True
TXN-00229,2024-08-22,08:15,Cubao,Andrea De Leon,Iced Americano,Cold Drinks,4,130.0,520.0,Maya,Ryan Go,False
TXN-00230,2024-08-08,20:15,Alabang,Sofia Mendoza,Matcha Latte,Cold Drinks,2,160.0,320.0,GCash,Mira Flores,False
TXN-00231,2024-05-29,18:45,Cubao,Isabella De Leon,Blueberry Muffin,Pastry,1,85.0,85.0,Maya,Mark Tan,True
TXN-00232,2024-10-30,15:15,Mandaluyong,Patricia Aquino,Banana Bread,Pastry,1,80.0,80.0,Credit Card,Diana Reyes,True
TXN-00233,2024-07-28,17:45,Cubao,Carla Aquino,Cappuccino,Hot Drinks,1,145.0,145.0,Credit Card,Mark Tan,False
TXN-00234,2024-11-02,14:45,Makati,Nico Lopez,Banana Bread,Pastry,4,80.0,320.0,Maya,Mark Tan,True
TXN-00235,2024-05-07,17:30,Alabang,Lea Castillo,Hot Chocolate,Hot Drinks,1,130.0,130.0,Credit Card,Mark Tan,True
TXN-00236,2024-02-20,11:15,Ortigas,Clara Garcia,Banana Bread,Pastry,2,80.0,160.0,Maya,Mira Flores,False
TXN-00237,2024-12-13,16:15,BGC,Carlos Ramos,Iced Americano,Cold Drinks,2,130.0,260.0,Cash,Rina Ocampo,False
TXN-00238,2024-06-08,12:45,Ortigas,Ramon Reyes,Hot Chocolate,Hot Drinks,2,130.0,260.0,Credit Card,Alvin Santos,True
TXN-00239,2024-06-02,07:00,Mandaluyong,Miguel Gonzales,Cappuccino,Hot Drinks,2,145.0,290.0,Debit Card,Rina Ocampo,True
TXN-00240,2024-06-18,15:45,Cubao,Miguel Cruz,Iced Caramel Latte,Cold Drinks,3,165.0,495.0,Credit Card,Jessa Lim,True
TXN-00241,2024-08-18,16:45,BGC,Sofia Torres,Iced Americano,Cold Drinks,2,130.0,260.0,Debit Card,Mark Tan,True
TXN-00242,2024-07-06,12:15,Alabang,Ramon Lopez,Iced Americano,Cold Drinks,1,130.0,130.0,Debit Card,Mira Flores,False
TXN-00243,2024-10-27,08:30,BGC,Carlos Gonzales,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Alvin Santos,True
TXN-00244,2024-05-02,11:00,Cubao,Tanya Ramos,Cappuccino,Hot Drinks,2,145.0,290.0,Debit Card,Rina Ocampo,False
TXN-00245,2024-08-04,09:45,Quezon City,Miguel Lopez,Banana Bread,Pastry,2,80.0,160.0,Credit Card,Diana Reyes,True
TXN-00246,2024-04-05,12:45,Quezon City,Maria Mendoza,Chocolate Croissant,Pastry,3,95.0,285.0,GCash,Mira Flores,False
TXN-00247,2024-07-28,17:45,Makati,Ana Villanueva,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Diana Reyes,True
TXN-00248,2024-05-20,10:30,BGC,Ramon Lopez,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Mark Tan,False
TXN-00249,2024-10-05,20:30,Mandaluyong,Patricia Lopez,Chocolate Croissant,Pastry,3,95.0,285.0,Credit Card,Mark Tan,True
TXN-00250,2024-06-01,20:00,BGC,Ana Mendoza,Matcha Latte,Cold Drinks,1,160.0,160.0,GCash,Paolo Cruz,False
TXN-00251,2024-12-29,16:45,Mandaluyong,Sofia De Leon,Hot Chocolate,Hot Drinks,1,130.0,130.0,Cash,Alvin Santos,False
TXN-00252,2024-11-01,15:15,BGC,Isabella De Leon,Matcha Latte,Cold Drinks,1,160.0,160.0,GCash,Mira Flores,True
TXN-00253,2024-05-21,20:15,Mandaluyong,Andrea De Leon,Blueberry Muffin,Pastry,1,85.0,85.0,Credit Card,Ryan Go,True
TXN-00254,2024-10-22,17:30,BGC,Ana Bautista,Cinnamon Roll,Pastry,1,100.0,100.0,Credit Card,Diana Reyes,False
TXN-00255,2024-08-20,14:30,Ortigas,Ana Aquino,Chocolate Croissant,Pastry,3,95.0,285.0,Maya,Mark Tan,False
TXN-00256,2024-04-21,13:15,Quezon City,Carlos Flores,Matcha Latte,Cold Drinks,1,160.0,160.0,Debit Card,Ryan Go,False
TXN-00257,2024-12-15,19:00,BGC,Patricia Santos,Brewed Coffee,Hot Drinks,2,95.0,190.0,GCash,Ryan Go,False
TXN-00258,2024-01-01,13:15,Pasig,Carlos Cruz,Blueberry Muffin,Pastry,3,85.0,255.0,Cash,Alvin Santos,False
TXN-00259,2024-02-12,12:15,BGC,Luis Ramos,Americano,Hot Drinks,2,120.0,240.0,Cash,Jessa Lim,True
TXN-00260,2024-09-01,08:15,Makati,Patricia Santos,Blueberry Muffin,Pastry,2,85.0,170.0,Maya,Mark Tan,False
TXN-00261,2024-12-21,09:45,Alabang,Juan Reyes,Caramel Latte,Hot Drinks,1,155.0,155.0,Maya,Diana Reyes,True
TXN-00262,2024-07-14,19:15,Quezon City,Clara Santos,Blueberry Muffin,Pastry,1,85.0,85.0,Credit Card,Alvin Santos,True
TXN-00263,2024-11-17,18:15,BGC,Sofia Reyes,Cold Brew,Cold Drinks,2,150.0,300.0,GCash,Mark Tan,False
TXN-00264,2024-06-28,13:30,Pasig,Ana Garcia,Caramel Latte,Hot Drinks,1,155.0,155.0,Cash,Diana Reyes,True
TXN-00265,2024-09-22,16:15,Mandaluyong,Jose Castillo,Cinnamon Roll,Pastry,1,100.0,100.0,Credit Card,Mira Flores,True
TXN-00266,2024-05-03,14:00,Cubao,Andrea Cruz,Chocolate Croissant,Pastry,5,95.0,475.0,Debit Card,Mira Flores,False
TXN-00267,2024-10-06,17:15,Pasig,Ana Santos,Iced Americano,Cold Drinks,1,130.0,130.0,GCash,Jessa Lim,True
TXN-00268,2024-07-22,15:30,Cubao,Nico Aquino,Banana Bread,Pastry,3,80.0,240.0,Cash,Rina Ocampo,False
TXN-00269,2024-02-12,11:00,Alabang,Carla Lopez,Blueberry Muffin,Pastry,5,85.0,425.0,Credit Card,Mark Tan,False
TXN-00270,2024-12-23,13:15,Ortigas,Nico Reyes,Caramel Latte,Hot Drinks,1,155.0,155.0,Debit Card,Jessa Lim,False
TXN-00271,2024-12-07,18:15,Ortigas,Maria Cruz,Brewed Coffee,Hot Drinks,2,95.0,190.0,Maya,Diana Reyes,True
TXN-00272,2024-07-09,09:30,Cubao,Maria Flores,Chocolate Croissant,Pastry,3,95.0,285.0,Maya,Mark Tan,False
TXN-00273,2024-12-30,16:00,Quezon City,Jose Mendoza,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Maya,Rina Ocampo,False
TXN-00274,2024-02-22,16:00,Makati,Maria Garcia,Hot Chocolate,Hot Drinks,1,130.0,130.0,Credit Card,Alvin Santos,False
TXN-00275,2024-03-17,09:00,Alabang,Luis Ramos,Cinnamon Roll,Pastry,1,100.0,100.0,Maya,Mark Tan,False
TXN-00276,2024-03-02,15:00,BGC,Jose Ramos,Caramel Latte,Hot Drinks,3,155.0,465.0,Credit Card,Diana Reyes,False
TXN-00277,2024-06-16,08:45,Pasig,Clara Castillo,Cappuccino,Hot Drinks,1,145.0,145.0,Debit Card,Paolo Cruz,False
TXN-00278,2024-07-07,16:45,Makati,Luis Cruz,Hot Chocolate,Hot Drinks,3,130.0,390.0,Credit Card,Jessa Lim,True
TXN-00279,2024-10-04,12:00,Pasig,Lea De Leon,Iced Americano,Cold Drinks,3,130.0,390.0,Cash,Paolo Cruz,True
TXN-00280,2024-08-02,14:00,Cubao,Luis Gonzales,Cappuccino,Hot Drinks,1,145.0,145.0,Maya,Ryan Go,True
TXN-00281,2024-10-24,08:15,Cubao,Clara Santos,Cinnamon Roll,Pastry,1,100.0,100.0,GCash,Paolo Cruz,False
TXN-00282,2024-05-13,20:30,BGC,Isabella Garcia,Matcha Latte,Cold Drinks,1,160.0,160.0,GCash,Rina Ocampo,True
TXN-00283,2024-03-20,08:15,Alabang,Juan Lopez,Strawberry Frappe,Cold Drinks,1,175.0,175.0,GCash,Ryan Go,False
TXN-00284,2024-08-25,11:00,Makati,Carlos De Leon,Caramel Latte,Hot Drinks,3,155.0,465.0,GCash,Alvin Santos,True
TXN-00285,2024-02-16,18:15,Quezon City,Carlos Torres,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Cash,Mira Flores,False
TXN-00286,2024-10-11,18:15,Makati,Carla Reyes,Americano,Hot Drinks,1,120.0,120.0,Cash,Paolo Cruz,True
TXN-00287,2024-04-11,20:45,BGC,Isabella Gonzales,Iced Americano,Cold Drinks,2,130.0,260.0,Cash,Mark Tan,True
TXN-00288,2024-11-26,14:15,Quezon City,Patricia Santos,Cappuccino,Hot Drinks,1,145.0,145.0,Debit Card,Mira Flores,False
TXN-00289,2024-09-11,07:45,Quezon City,Sofia Gonzales,Cinnamon Roll,Pastry,1,100.0,100.0,Maya,Diana Reyes,False
TXN-00290,2024-03-17,07:15,Makati,Felix Mendoza,Cheese Danish,Pastry,2,90.0,180.0,Cash,Diana Reyes,False
TXN-00291,2024-03-11,13:15,Makati,Felix Castillo,Banana Bread,Pastry,1,80.0,80.0,Credit Card,Alvin Santos,False
TXN-00292,2024-10-05,19:45,Quezon City,Lea Torres,Cold Brew,Cold Drinks,2,150.0,300.0,Cash,Alvin Santos,True
TXN-00293,2024-01-16,19:30,Quezon City,Clara Garcia,Americano,Hot Drinks,2,120.0,240.0,Cash,Paolo Cruz,True
TXN-00294,2024-05-16,15:00,Quezon City,Lea Flores,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Paolo Cruz,False
TXN-00295,2024-12-23,12:00,Mandaluyong,Clara Cruz,Cheese Danish,Pastry,4,90.0,360.0,Credit Card,Diana Reyes,True
TXN-00296,2024-09-08,07:00,Ortigas,Maria Lopez,Caramel Latte,Hot Drinks,2,155.0,310.0,Cash,Alvin Santos,True
TXN-00297,2024-03-07,12:15,Quezon City,Clara Aquino,Iced Americano,Cold Drinks,1,130.0,130.0,Cash,Alvin Santos,True
TXN-00298,2024-07-10,18:45,Quezon City,Andrea Cruz,Chocolate Croissant,Pastry,1,95.0,95.0,Credit Card,Ryan Go,False
TXN-00299,2024-03-30,18:30,Pasig,Lea Torres,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Rina Ocampo,True
TXN-00300,2024-12-25,16:45,Mandaluyong,Andrea Gonzales,Chocolate Croissant,Pastry,1,95.0,95.0,Debit Card,Mark Tan,False
TXN-00301,2024-03-13,12:00,BGC,Miguel Bautista,Cappuccino,Hot Drinks,5,145.0,725.0,Maya,Ryan Go,True
TXN-00302,2024-05-15,10:15,Makati,Juan Aquino,Chocolate Croissant,Pastry,1,95.0,95.0,Cash,Mira Flores,False
TXN-00303,2024-08-02,09:45,Ortigas,Lea Reyes,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Debit Card,Paolo Cruz,True
TXN-00304,2024-08-19,08:00,Alabang,Juan Reyes,Iced Americano,Cold Drinks,1,130.0,130.0,GCash,Mira Flores,True
TXN-00305,2024-02-08,15:00,Makati,Ramon Aquino,Cold Brew,Cold Drinks,5,150.0,750.0,Credit Card,Rina Ocampo,False
TXN-00306,2024-03-21,07:00,Pasig,Nico Aquino,Iced Caramel Latte,Cold Drinks,5,165.0,825.0,Maya,Diana Reyes,True
TXN-00307,2024-02-19,07:45,Alabang,Carla Santos,Banana Bread,Pastry,3,80.0,240.0,Cash,Mira Flores,True
TXN-00308,2024-05-30,20:45,Pasig,Miguel Bautista,Brewed Coffee,Hot Drinks,1,95.0,95.0,Cash,Ryan Go,True
TXN-00309,2024-06-06,19:45,Cubao,Isabella Reyes,Strawberry Frappe,Cold Drinks,3,175.0,525.0,GCash,Alvin Santos,False
TXN-00310,2024-07-08,09:45,Pasig,Isabella Garcia,Cappuccino,Hot Drinks,1,145.0,145.0,Debit Card,Jessa Lim,True
TXN-00311,2024-12-22,17:00,Mandaluyong,Nico Castillo,Cappuccino,Hot Drinks,3,145.0,435.0,Debit Card,Jessa Lim,False
TXN-00312,2024-09-24,13:45,Makati,Ana Ramos,Blueberry Muffin,Pastry,2,85.0,170.0,Debit Card,Rina Ocampo,True
TXN-00313,2024-08-17,09:15,Cubao,Nico Reyes,Caramel Latte,Hot Drinks,1,155.0,155.0,GCash,Rina Ocampo,False
TXN-00314,2024-06-12,18:00,Pasig,Felix Flores,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Ryan Go,True
TXN-00315,2024-12-24,16:45,BGC,Clara Villanueva,Americano,Hot Drinks,1,120.0,120.0,Cash,Mark Tan,False
TXN-00316,2024-10-01,12:45,Ortigas,Clara Villanueva,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Cash,Rina Ocampo,False
TXN-00317,2024-07-25,09:45,Mandaluyong,Andrea Aquino,Americano,Hot Drinks,3,120.0,360.0,Cash,Ryan Go,False
TXN-00318,2024-07-09,07:30,BGC,Ramon De Leon,Matcha Latte,Cold Drinks,1,160.0,160.0,GCash,Rina Ocampo,False
TXN-00319,2024-08-14,19:30,Ortigas,Ana Garcia,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Mira Flores,False
TXN-00320,2024-09-21,20:30,Cubao,Ana Torres,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Jessa Lim,True
TXN-00321,2024-04-08,20:15,Alabang,Jose Gonzales,Caramel Latte,Hot Drinks,1,155.0,155.0,GCash,Diana Reyes,False
TXN-00322,2024-08-25,15:45,Ortigas,Luis Flores,Chocolate Croissant,Pastry,2,95.0,190.0,Debit Card,Ryan Go,True
TXN-00323,2024-08-30,16:30,BGC,Isabella Aquino,Iced Caramel Latte,Cold Drinks,3,165.0,495.0,Maya,Jessa Lim,False
TXN-00324,2024-01-26,09:15,Cubao,Isabella Bautista,Caramel Latte,Hot Drinks,2,155.0,310.0,Debit Card,Jessa Lim,True
TXN-00325,2024-08-30,09:15,Pasig,Renz Castillo,Chocolate Croissant,Pastry,1,95.0,95.0,Maya,Mira Flores,False
TXN-00326,2024-06-27,14:30,Cubao,Tanya De Leon,Americano,Hot Drinks,1,120.0,120.0,Debit Card,Mark Tan,True
TXN-00327,2024-09-18,17:30,BGC,Carlos Bautista,Banana Bread,Pastry,2,80.0,160.0,Credit Card,Mark Tan,False
TXN-00328,2024-05-21,17:30,Quezon City,Carlos Garcia,Matcha Latte,Cold Drinks,2,160.0,320.0,Debit Card,Paolo Cruz,True
TXN-00329,2024-11-03,13:30,Pasig,Ramon Torres,Blueberry Muffin,Pastry,2,85.0,170.0,Credit Card,Mira Flores,False
TXN-00330,2024-01-19,16:15,Alabang,Ramon Gonzales,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Debit Card,Diana Reyes,True
TXN-00331,2024-12-02,15:15,Quezon City,Isabella Aquino,Iced Americano,Cold Drinks,2,130.0,260.0,Maya,Mark Tan,True
TXN-00332,2024-06-30,10:30,Ortigas,Clara Torres,Matcha Latte,Cold Drinks,1,160.0,160.0,Cash,Ryan Go,True
TXN-00333,2024-11-20,16:00,Pasig,Lea Lopez,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Credit Card,Jessa Lim,True
TXN-00334,2024-03-11,10:30,Alabang,Patricia Cruz,Cold Brew,Cold Drinks,3,150.0,450.0,GCash,Mark Tan,False
TXN-00335,2024-06-19,17:15,Quezon City,Isabella Garcia,Iced Americano,Cold Drinks,1,130.0,130.0,Debit Card,Rina Ocampo,False
TXN-00336,2024-02-15,09:45,Makati,Ramon Ramos,Cinnamon Roll,Pastry,1,100.0,100.0,Cash,Paolo Cruz,False
TXN-00337,2024-01-08,12:15,Alabang,Luis Garcia,Brewed Coffee,Hot Drinks,2,95.0,190.0,Maya,Rina Ocampo,True
TXN-00338,2024-07-15,15:30,Ortigas,Carlos Torres,Brewed Coffee,Hot Drinks,3,95.0,285.0,Debit Card,Alvin Santos,False
TXN-00339,2024-12-17,09:30,Cubao,Miguel Gonzales,Matcha Latte,Cold Drinks,3,160.0,480.0,Cash,Paolo Cruz,True
TXN-00340,2024-03-08,10:00,Makati,Marco Aquino,Banana Bread,Pastry,1,80.0,80.0,Credit Card,Diana Reyes,True
TXN-00341,2024-10-31,07:00,Ortigas,Juan Ramos,Chocolate Croissant,Pastry,1,95.0,95.0,Credit Card,Mark Tan,False
TXN-00342,2024-08-30,18:15,Pasig,Juan Bautista,Brewed Coffee,Hot Drinks,1,95.0,95.0,Debit Card,Rina Ocampo,False
TXN-00343,2024-02-23,15:00,Mandaluyong,Ramon Garcia,Iced Americano,Cold Drinks,3,130.0,390.0,Maya,Paolo Cruz,False
TXN-00344,2024-12-26,13:30,Ortigas,Sofia Aquino,Brewed Coffee,Hot Drinks,2,95.0,190.0,Maya,Paolo Cruz,True
TXN-00345,2024-01-07,17:00,BGC,Carla Reyes,Hot Chocolate,Hot Drinks,2,130.0,260.0,Cash,Diana Reyes,True
TXN-00346,2024-08-21,11:30,Makati,Miguel De Leon,Iced Americano,Cold Drinks,1,130.0,130.0,Maya,Alvin Santos,False
TXN-00347,2024-08-06,18:00,Quezon City,Carla Bautista,Brewed Coffee,Hot Drinks,1,95.0,95.0,Maya,Alvin Santos,False
TXN-00348,2024-11-14,11:00,Ortigas,Lea Ramos,Matcha Latte,Cold Drinks,1,160.0,160.0,Maya,Mira Flores,False
TXN-00349,2024-08-03,17:15,Quezon City,Jose De Leon,Caramel Latte,Hot Drinks,2,155.0,310.0,Cash,Mira Flores,False
TXN-00350,2024-10-18,17:45,Makati,Marco Villanueva,Hot Chocolate,Hot Drinks,1,130.0,130.0,GCash,Ryan Go,False
TXN-00351,2024-02-27,13:45,Mandaluyong,Andrea Santos,Brewed Coffee,Hot Drinks,1,95.0,95.0,Maya,Mark Tan,False
TXN-00352,2024-12-04,18:15,Makati,Lea Cruz,Matcha Latte,Cold Drinks,2,160.0,320.0,Cash,Rina Ocampo,False
TXN-00353,2024-09-10,20:15,Makati,Andrea Torres,Americano,Hot Drinks,1,120.0,120.0,Debit Card,Paolo Cruz,False
TXN-00354,2024-07-25,20:15,BGC,Clara Mendoza,Americano,Hot Drinks,1,120.0,120.0,Credit Card,Ryan Go,False
TXN-00355,2024-03-01,14:00,Makati,Felix Lopez,Americano,Hot Drinks,1,120.0,120.0,Cash,Diana Reyes,True
TXN-00356,2024-12-01,17:45,Ortigas,Luis De Leon,Matcha Latte,Cold Drinks,3,160.0,480.0,Maya,Ryan Go,False
TXN-00357,2024-08-19,08:00,Pasig,Marco De Leon,Blueberry Muffin,Pastry,1,85.0,85.0,Debit Card,Alvin Santos,True
TXN-00358,2024-01-24,09:45,Mandaluyong,Renz Garcia,Americano,Hot Drinks,1,120.0,120.0,Cash,Mira Flores,True
TXN-00359,2024-08-22,20:15,BGC,Nico Santos,Cheese Danish,Pastry,1,90.0,90.0,Credit Card,Ryan Go,True
TXN-00360,2024-09-12,07:00,Quezon City,Ramon Gonzales,Cinnamon Roll,Pastry,3,100.0,300.0,Debit Card,Rina Ocampo,True
TXN-00361,2024-02-23,13:30,Mandaluyong,Renz Gonzales,Cinnamon Roll,Pastry,1,100.0,100.0,Maya,Mira Flores,False
TXN-00362,2024-05-30,14:15,Alabang,Tanya Torres,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Paolo Cruz,True
TXN-00363,2024-04-17,16:30,Quezon City,Carla Aquino,Cheese Danish,Pastry,4,90.0,360.0,Debit Card,Alvin Santos,True
TXN-00364,2024-06-29,15:45,Pasig,Nico Bautista,Banana Bread,Pastry,4,80.0,320.0,Credit Card,Jessa Lim,True
TXN-00365,2024-01-13,13:15,Pasig,Miguel Torres,Brewed Coffee,Hot Drinks,1,95.0,95.0,GCash,Jessa Lim,False
TXN-00366,2024-04-14,19:00,Mandaluyong,Felix De Leon,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Debit Card,Mira Flores,True
TXN-00367,2024-09-18,19:30,Alabang,Lea Ramos,Chocolate Croissant,Pastry,4,95.0,380.0,Debit Card,Jessa Lim,True
TXN-00368,2024-05-08,10:45,Mandaluyong,Felix Aquino,Cappuccino,Hot Drinks,3,145.0,435.0,GCash,Diana Reyes,False
TXN-00369,2024-03-31,17:00,Makati,Juan Ramos,Caramel Latte,Hot Drinks,2,155.0,310.0,Credit Card,Diana Reyes,False
TXN-00370,2024-03-07,09:30,Quezon City,Carla Santos,Cappuccino,Hot Drinks,2,145.0,290.0,Maya,Jessa Lim,False
TXN-00371,2024-09-08,19:30,BGC,Miguel Lopez,Cappuccino,Hot Drinks,2,145.0,290.0,Debit Card,Rina Ocampo,False
TXN-00372,2024-10-05,15:45,Alabang,Sofia Bautista,Cappuccino,Hot Drinks,1,145.0,145.0,Maya,Alvin Santos,False
TXN-00373,2024-04-21,19:45,Mandaluyong,Marco Mendoza,Chocolate Croissant,Pastry,1,95.0,95.0,Debit Card,Paolo Cruz,True
TXN-00374,2024-12-15,12:45,Alabang,Carlos Santos,Americano,Hot Drinks,1,120.0,120.0,Debit Card,Ryan Go,False
TXN-00375,2024-01-23,11:15,Makati,Juan Cruz,Cold Brew,Cold Drinks,1,150.0,150.0,Cash,Paolo Cruz,True
TXN-00376,2024-12-16,13:00,BGC,Nico Bautista,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Jessa Lim,False
TXN-00377,2024-06-18,07:00,BGC,Isabella Lopez,Brewed Coffee,Hot Drinks,1,95.0,95.0,Debit Card,Paolo Cruz,False
TXN-00378,2024-07-27,13:45,BGC,Maria Ramos,Cinnamon Roll,Pastry,1,100.0,100.0,Debit Card,Jessa Lim,True
TXN-00379,2024-10-26,07:00,BGC,Carlos Villanueva,Cold Brew,Cold Drinks,1,150.0,150.0,Maya,Ryan Go,False
TXN-00380,2024-07-21,20:00,Cubao,Carla Aquino,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Debit Card,Diana Reyes,True
TXN-00381,2024-06-01,17:30,Makati,Carla Reyes,Hot Chocolate,Hot Drinks,3,130.0,390.0,Cash,Mira Flores,True
TXN-00382,2024-06-05,10:30,Quezon City,Tanya Cruz,Americano,Hot Drinks,4,120.0,480.0,GCash,Paolo Cruz,False
TXN-00383,2024-04-09,08:15,BGC,Felix Mendoza,Banana Bread,Pastry,3,80.0,240.0,Maya,Mark Tan,False
TXN-00384,2024-02-20,10:45,Pasig,Luis Reyes,Matcha Latte,Cold Drinks,1,160.0,160.0,Debit Card,Mark Tan,True
TXN-00385,2024-06-11,14:45,Alabang,Clara Cruz,Cold Brew,Cold Drinks,2,150.0,300.0,Maya,Mira Flores,True
TXN-00386,2024-01-03,12:15,Alabang,Marco Cruz,Americano,Hot Drinks,1,120.0,120.0,Credit Card,Ryan Go,False
TXN-00387,2024-07-02,19:30,Pasig,Renz Reyes,Cold Brew,Cold Drinks,1,150.0,150.0,GCash,Paolo Cruz,False
TXN-00388,2024-11-16,08:00,Cubao,Clara Villanueva,Hot Chocolate,Hot Drinks,2,130.0,260.0,Debit Card,Paolo Cruz,True
